Name,Address,Description,More_info,Instagram,Facebook,LinkedIn
AdventureIndonesia,"80227 Bali, Indonesia","With more than 25 years of experience, ADVENTURE INDONESIA proudly welcomes you to a limitless adventure holiday in Indonesia. Offering you our best Indonesia tour package around the beautiful islands of Bali, Komodo, Sumba, Sumatra, Java, Borneo, and Sulawesi, as well as the exquisite Papua.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/adventure-indonesia--1100026,https://www.instagram.com/adventureindonesia/,https://www.facebook.com/adventureindonesia,https://www.linkedin.com/company/adventureindonesia
AdventurePakistan,"44000 Islamabad, Pakistan","Adventure Pakistan is one of the leading tour operators in Pakistan, we organize expeditions, treks, cultural tours, multi-country overland discovery journeys, jeep & desert safaris, wildlife tours, photography & film-making trips, gemstone & mineral exploration tours, business trips and much more.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/adventure-pakistan--1208170,https://www.instagram.com/adventureindonesia/,https://www.facebook.com/AdventurePakistan,https://www.linkedin.com/company/adventure-pakistan
AdventureRentals,"0800 Darwin NT, Australia",Adventure Rentals premium quality 4WD Camper hire and 4WD Car hire provide the perfect freedom and comfort to discover Australia’s most remote parks and outback regions.,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/adventure-rentals--1206241,https://www.instagram.com/adventurerentalsnt,https://www.facebook.com/adventurerentalsnt,https://www.linkedin.com/company/89710407
ShukranPalace,"0 Arusha, Tanzania","Safari camps, Hotels, Resorts and Hot Air Balloon Adventure Safaris",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/shukran-palace--1208068,https://www.instagram.com/adventurerentalsnt,https://www.facebook.com/adventurerentalsnt,https://www.linkedin.com/company/89710407
AdventuresandHobbies,"11666 Riyadh, Saudi Arabia",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/adventures-and-hobbies--1207937,https://www.instagram.com/adventurerentalsnt,https://www.facebook.com/adventurerentalsnt,https://www.linkedin.com/company/89710407
AdventuresOverland,"122018 Gurugram, India","Guided Self-drive Road Trips in India and 20+ Countries including Iceland, Brazil & Mongolia, navigating the off-beat terrains in 4X4 SUVs with an experienced crew from India's multiple award-winning Adventure Travel company.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/adventures-overland--1000705,https://www.instagram.com/adventuresoverland/,https://www.facebook.com/AdventuresOverland,https://www.linkedin.com/company/adventures-overland/
AdventureswithColby-ExpeditionCompany,"265 Blantyre, Malawi","Situated in Malawi, Southern Africa, we are a tour operator company in a small yet vibrant country, offering rich wildlife encounters, mountain expeditions, lake experiences, and a deep cultural heritage",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/adventures-with-colby-expedition-company--1206531,https://www.instagram.com/adventureswithcolbymw?igsh=MWZzb2lyMWplcnB4cg=,https://www.facebook.com/adventureswithcolby?mibextid=ZbWKwL,https://www.linkedin.com/company/adventures-with-colby-awc/
AdventureToursPakistan(ATP),"44000 Islamabad, Pakistan",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/adventure-tours-pakistan-atp--1209475,https://www.instagram.com/adventureswithcolbymw?igsh=MWZzb2lyMWplcnB4cg=,https://www.facebook.com/adventureswithcolby?mibextid=ZbWKwL,https://www.linkedin.com/company/adventures-with-colby-awc/
AdventureTravelTradeAssociation,"98272 Monroe, United States of America","The ATTA offers a deep portfolio of strategic solutions and a robust ecosystem of events around the world. With specialized expertise in research, education, media and promotion, as well as valuable support for managing a broad set of challenges across many areas of your business.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/adventure-travel-trade-association--1000700,https://www.instagram.com/adventuretravelassociation/,https://www.facebook.com/adventuretraveltradeassociation,https://www.linkedin.com/company/adventure-travel-trade-association/mycompany/
Adyen,"1012 KK Amsterdam, Netherlands","Adyen (AMS: ADYEN) is the financial technology platform of choice for leading companies. By providing end-to-end payments capabilities, data-driven insights, and financial products in a single global solution, Adyen helps businesses achieve their ambitions faster.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/adyen--1000712,https://www.instagram.com/adyen/,https://www.facebook.com/AdyenPayments/,https://www.linkedin.com/company/adyen
AEGEANAIRLINES,"19019 ATHENS, Greece","When flying to Greece, it’s not enough to just get you there. With AEGEAN It all starts the moment you step onboard and immerse yourself in the truly unique Greek ambience and  high-quality full service carrier.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/aegean-airlines--1207693,http://instagram.com/aegeanairlines,http://facebook.com/aegeanairlinesinternational,http://linkedin.com/company/aegean-airlines
AEGEANSTARHOTELS,"74100 Rethymno, Greece",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/aegean-star-hotels--1208735,http://instagram.com/aegeanairlines,http://facebook.com/aegeanairlinesinternational,http://linkedin.com/company/aegean-airlines
AegeanSuites,"37002 Skiathos Island, Greece",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/aegean-suites--1000726,http://instagram.com/aegeanairlines,http://facebook.com/aegeanairlinesinternational,http://linkedin.com/company/aegean-airlines
Aegyptusintertravel,"11241 Cairo, Egypt",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/aegyptus-intertravel--1000731,http://instagram.com/aegeanairlines,http://facebook.com/aegeanairlinesinternational,http://linkedin.com/company/aegean-airlines
AerLingus,"K67 PW99 Dublin, Ireland",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/aer-lingus--1000740,http://instagram.com/aegeanairlines,http://facebook.com/aegeanairlinesinternational,http://linkedin.com/company/aegean-airlines
AéroportGuadeloupe,"97139 Abymes, Guadeloupe",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/a-roport-guadeloupe--1208159,http://instagram.com/aegeanairlines,http://facebook.com/aegeanairlinesinternational,http://linkedin.com/company/aegean-airlines
AEROSPACEHOLIDAYSPVTLTD,"110092 Vikas Marg, Delhi, India","YOR RELIABLE DMC FOR INDIA!!
Embark on unforgettable journey to India with Indiaincoming.com, part of Aerospace Holidays Pvt Ltd since 2007. Specializing in honeymoon packages, flights, hotels, MICE, and more, our dedicated team ensures every detail exceeds expectations.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/aerospace-holidays-pvt-ltd--1207410,https://www.instagram.com/indiaincomingtravel,https://www.facebook.com/indiaincomingtravel,https://www.linkedin.com/company/indiaincoming
AERTiCKETConsoGmbH,"10967 Berlin, Germany",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/aerticket-conso-gmbh--1000790,https://www.instagram.com/indiaincomingtravel,https://www.facebook.com/indiaincomingtravel,https://www.linkedin.com/company/indiaincoming
AfaqTravel&TourismOman,"112 Muscat, Oman",Embark on a journey with AFAQ Travel & Tourism Oman – where every tour & adventure to Oman is a story waiting to be written.,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/afaq-travel-tourism-oman--1207793,https://www.instagram.com/indiaincomingtravel,https://www.facebook.com/indiaincomingtravel,https://www.linkedin.com/company/indiaincoming
AfarRegionCultureandTourismBureau,"1000 Semera, Ethiopia",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/afar-region-culture-and-tourism-bureau--1000803,https://www.instagram.com/indiaincomingtravel,https://www.facebook.com/indiaincomingtravel,https://www.linkedin.com/company/indiaincoming
AFFILIREDS.L.,"07121 Palma de Mallorca, Spain","“Increase your direct bookings. Gain international Brand awareness. Pay only for results.”

Affilired has helped over 1.500 travel companies, boosting their direct bookings on a commission based business model. We take care of upfront cost, your company benefits from a risk-free model.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/affilired-s-l--1000807,https://www.instagram.com/affilired/,https://www.facebook.com/AffiliRed,https://www.linkedin.com/company/affilired-sl
AFITISBOUTIQUEHOTEL,"63077 Afitos, Greece",A renowned 5 star boutique hotel with 50 years of history secluded in a serene tropical utopia of palms and olive trees along with the Blue Flag awarded lagoon coast shapes a physical state of mind make-over whereas the character of the in-house accommodation conclude a lifetime experience.,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/afitis-boutique-hotel--1000812,https://www.instagram.com/afitisboutiquehotel/,https://www.facebook.com/afitisboutique/,https://www.linkedin.com/company/affilired-sl
AFRICA220E.A.LTD,"00100 Nairobi, Kenya",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/africa220-e-a-ltd--1207241,https://www.instagram.com/afitisboutiquehotel/,https://www.facebook.com/afitisboutique/,https://www.linkedin.com/company/affilired-sl
AfricaAdventureVacations,"12190 Kampala, Uganda","Our East African safaris focus on wildlife & nature, community & culture, primate adventure, and relaxation experiences.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/africa-adventure-vacations--1000818,https://www.instagram.com/africaadventurevacations/,https://www.facebook.com/AfricaAdventureVacations/,https://www.linkedin.com/company/africa-adventure-vacations/
AfricaIncomingPtyLtd,"2196 Johannesburg, South Africa",ARE YOU LOOKING FOR A STRONG DMC PARTNER FOR AFRICA HOLDING A LEADING POSITION IN THE INDUSTRY WITH THE MOST UNBEATABLE RATES & SERVICES? - COME & MEET US!,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/africa-incoming-pty-ltd--1207067,https://www.instagram.com/africa.incoming/,https://www.facebook.com/AfricaIncoming,http://linkedin.com/company/africa-incoming
AfricaIsraelHotels,"0 Bnei Brak, Israel",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/africa-israel-hotels--1208365,https://www.instagram.com/africa.incoming/,https://www.facebook.com/AfricaIncoming,http://linkedin.com/company/africa-incoming
AFRICAJOURNEYSLTD,"00250 KIGALI, Rwanda",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/africa-journeys-ltd--1192155,https://www.instagram.com/africa.incoming/,https://www.facebook.com/AfricaIncoming,http://linkedin.com/company/africa-incoming
AfricanAdventuresSpecialists,"00600 Nairobi, Kenya","Explore, Discover, Experience!",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-adventures-specialists--1000835,http://instagram.com/africanadventurespecialists,https://www.facebook.com/AfricaIncoming,http://linkedin.com/company/African Adventure Specialists
AfricanBushCamps,"8001 Cape Town, South Africa","Wild, luxurious and authentic Safaris in Botswana, Zimbabwe and Zambia",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-bush-camps--1000836,https://www.instagram.com/africanbushcamps/,https://www.facebook.com/africanbushcamps,http://linkedin.com/company/African Adventure Specialists
AfricanDreams,"23570 Lübeck, Germany","Traumhafte Afrika Reisen nach Ihren Wünschen. Wollten Sie schon immer mal eine Afrika Reise nach ihren Vorstellungen gestalten?

African Dreams bietet Ihnen die",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-dreams--1000839,https://www.instagram.com/africanbushcamps/,https://www.facebook.com/africanbushcamps,http://linkedin.com/company/African Adventure Specialists
AfricanEagleDMC,"2146 Rivonia, South Africa",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-eagle-dmc--1154478,https://www.instagram.com/africanbushcamps/,https://www.facebook.com/africanbushcamps,http://linkedin.com/company/African Adventure Specialists
AfricanExtravaganza,"0 Windhoek, Namibia","African Extravaganza is an independent Namibian Tour Operator since 1991. The company is a family-run business now in its second generation. Over two decades, we have planed our safaris with exceptional focus on detail to give our guests the most unique experiences.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-extravaganza--1206544,https://www.instagram.com/africanbushcamps/,https://www.facebook.com/africanbushcamps,http://linkedin.com/company/African Adventure Specialists
AFRICANHORIZONS,"00100 NAIROBI, Kenya","We look forward to meeting you… and making this happen .

Welcome to East Africa, or as they say in Africa ...

                                                          ‘Karibu’, ‘step into the light’",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-horizons--1207842,https://www.instagram.com/african_horizons/,https://www.facebook.com/African.Horizons,https://www.linkedin.com/company/african-horizons-ltd
AFRICANHORIZONSTRAVEL&SAFARILTD,"1 ARUSHA, Tanzania","We realize that in making us your safari planning choice and tour-operator, you enjoy a wider choice than ever before: which is exactly how it should be.  You have our personal and professional assurance that your expectations will not only be met – but far exceed.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-horizons-travel-safari-ltd--1206641,https://www.instagram.com/african_horizons/,https://www.facebook.com/African.Horizons,https://www.linkedin.com/company/african-horizons-ltd
AfricanParksMalawi,"P.O. Box 2645 Blantyre, Malawi",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-parks-malawi--1207898,https://www.instagram.com/african_horizons/,https://www.facebook.com/African.Horizons,https://www.linkedin.com/company/african-horizons-ltd
AfricanPassionsTravel,"0000 Maun, Botswana","Africa Passions Travel "" We are the Booking Experts"" – Crafting dreams into reality. Tailored luxury, authentic safaris, and unforgettable moments await. Let us be your guide to Southern and Eastern Africa.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-passions-travel--1207634,https://www.instagram.com/official_africapassionstravel?igsh=aGFubzE2MDY1aTB,https://www.facebook.com/profile.php?id=100083207147170&mibextid=ZbWKwL,https://www.linkedin.com/company/african-horizons-ltd
AfricanProfileSafari,"0 Windhoek, Namibia","African Profile Safaris provides a holistic experience and our safaris are nature based. With our intimate knowledge of Namibia, we can guarantee excellent atte",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-profile-safari--1000849,https://www.instagram.com/official_africapassionstravel?igsh=aGFubzE2MDY1aTB,https://m.facebook.com/profile.php?id=100028835934612,https://www.linkedin.com/company/african-horizons-ltd
AfricanQueenAdventure,"Njiro Arusha, Tanzania",Nature at It's Best,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-queen-adventure--1206670,https://www.instagram.com/official_africapassionstravel?igsh=aGFubzE2MDY1aTB,https://web.facebook.com/africanqueenadv/,https://www.linkedin.com/company/african-horizons-ltd
AfricanQuestSafaris,"100 Nairobi, Kenya","African Quest Safaris (AQS) is an owner–managed DMC proudly into its 3rd decade. 
Our 'forte' is handcrafted experiences that consider seasons, preferences and",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-quest-safaris--1000851,https://www.instagram.com/official_africapassionstravel?igsh=aGFubzE2MDY1aTB,http://www.facebook.com/africanquest,https://www.linkedin.com/company/african-horizons-ltd
AfricanSafariCollective,"3867 Mtunzini, South Africa","Discover the essence of South African luxury at African Safari Collective's spectacular lodges: Fairview House, Leopard Mountain Safari Lodge, Sungulwane Private Game Lodge, Makakatana Bay Lodge, Fordoun Hotel & Spa, Three Tree Hill, and Fugitives' Drift Lodge. #FurtherTogether",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-safari-collective--1207388,https://www.instagram.com/africansafaricollective,https://www.facebook.com/AfricanSafariCollective/+D2:D9,https://www.linkedin.com/company/african-safari-collective/
AfricanScenicSafarisLtd,"1518 Moshi Kilimanjaro, Tanzania",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-scenic-safaris-ltd--1209144,https://www.instagram.com/africansafaricollective,https://www.facebook.com/AfricanSafariCollective/+D2:D9,https://www.linkedin.com/company/african-safari-collective/
AfricanSunPrivateLimited,"00000 Harare, Zimbabwe",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-sun-private-limited--1206552,https://www.instagram.com/africansafaricollective,https://www.facebook.com/AfricanSafariCollective/+D2:D9,https://www.linkedin.com/company/african-safari-collective/
AFRICANVACATIONS,"10101 LIVINGSTONE, Zambia","African Vacations - helping you discover your true north, helping you to cultivate your best self. We create events, holiday packages, and experiences to guide you on your path toward a healthy and inspired life.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/african-vacations--1207092,https://www.instagram.com/africanvacations/,https://web.facebook.com/afrikanvacations,https://www.linkedin.com/company/african-safari-collective/
AfricaOnShow,"2156 Johannesburg, South Africa",AFRICA ON SHOW is a joint marketing pavilion in the Africa Hall - HALL 20 / STAND NUMBER 202 – right in the middle of the action.,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/africa-on-show--1029995,http://www.instagram.com/onshowsolutions,http://www.facebook.com/AfricaShowcaseGlobal,https://www.linkedin.com/company/african-safari-collective/
AfricaonWheels,"0 Windhoek, Namibia","Specialising in the rental of Toyota 4x4 vehicles, we offer a wide variety of options.",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/africa-on-wheels--1206506,http://www.instagram.com/onshowsolutions,https://www.facebook.com/africa.on.wheels.namibia/,https://www.linkedin.com/company/african-safari-collective/
AfriCarCC,"10012 Windhoek, Namibia",Safely reach your destination with AfriCar CAR RENTAL...,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/africar-cc--1206357,https://www.instagram.com/africarcarhire/?hl=en,https://www.facebook.com/AfriCarCarHire,https://www.linkedin.com/company/african-safari-collective/
AfricaSafariExpertsLtd.,"0 Arusha, Tanzania","Discover unforgettable adventures in Africa with Africa Safari Experts. Tailor-made tours, exclusive experiences, and luxurious accommodations await your guests. We offer sustainable luxury that excites. Meet us at ITB Berlin for partnerships that bring smiles!",https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/africa-safari-experts-ltd--1000825,https://www.instagram.com/africa_safari_experts/,https://www.facebook.com/africasafariexperts/,http://linkedin.com/company/africa-safari-experts
AfricaSpiritSRL,"0 Zanzibar, Tanzania",,https://www.itb.com/en/itb-berlin-for-visitors/exhibitor-list/#/detail/africa-spirit-srl--1207047,https://www.instagram.com/africa_safari_experts/,https://www.facebook.com/africasafariexperts/,http://linkedin.com/company/africa-safari-experts
